Article Title,Author,Journal Title,ISSN,ISBN,Publication Date,Volume,Issue,First Page,Page Count,Accession Number,DOI,Publisher,Doctype,Subjects,Keywords,Abstract,PLink
"Reservorios de vegetación: ¿cuántos y cómo?","Griffon, Diego; Josefina Hernández, María","Agronomía & Ambiente",="23449039",,="2016","36","2","109","11","123819300",,"Universidad de Buenos Aires. Facultad de Agronomia","Article","Exterminating and Pest Control Services; BIOLOGICAL pest control agents; ECOLOGY of pests; METAPOPULATION (Ecology); BIOPESTICIDES; AGROBIODIVERSITY",,"In this work is studied, in a theoretical approach, the general characteristics that a network of vegetation reservoirs (patches) must have so that it can be a lasting source of biological control agents. For this goal, the Incidence Function Model is used to establish the key features that a network most have in terms of number, size and spatial location of the patches, for they to have a high probability (incidence) of holding biological controllers. In this sense, the simulations show that systems of about 10 patches (equivalent as a whole to 5% of the total area evaluated) are enough to generate average incidences near 50% and that the fundamental factor to consider is heterogeneity in patches size. (English) [ABSTRACT FROM AUTHOR] Copyright of Agronomía & Ambiente is the property of Universidad de Buenos Aires. Facultad de Agronomia and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.) En este trabajo se estudia, en una aproximación teórica, las características generales que debe tener una red de reservorios de vegetación (parches) para que ésta pueda servir de fuente de controladores biológicos. Para esto se utiliza el Modelo de Función de Incidencia, con base en el cual se establecen las características generales que debe tener una red en cuanto al número, tamaño y ubicación espacial de los diferentes parches, de manera que estos tengan altas probabilidades (incidencias) de albergar controladores biológicos. En este sentido, las simulaciones efectuadas muestran que bastan sistemas de aproximadamente 10 parches (equivalentes en su conjunto a 5% del área total en evaluación) para obtener incidencias promedio cercanas al 50% y que el factor fundamental a tomar en cuenta es la heterogeneidad en el tamaño de los parches. (Spanish) [ABSTRACT FROM AUTHOR] Copyright of Agronomía & Ambiente is the property of Universidad de Buenos Aires. Facultad de Agronomia and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edb&AN=123819300&site=eds-live&scope=site&custid=s2775460"
"Developing a functional connectivity indicator to detect change in fragmented landscapes","Watts, Kevin; Handley, Phillip","Ecological Indicators",="1470160X",,="2010","10","2","552","6","S1470160X09001290","10.1016/j.ecolind.2009.07.009","Elsevier Ltd","sco","Biodiversity; Conservation; Least-cost model; Cost-distance; Permeability; Edge",,"Biodiversity indicators are increasingly used to assess progress towards conservation targets. Particular indicators are required to assess the impacts of habitat fragmentation on landscape connectivity and biodiversity value. This paper recognises that connectivity is best defined by the interaction between species and the landscape in which they occur, and proposes a functional approach to assess connectivity. The approach utilises an incidence function model (IFM) as a spatially explicit method to assess potential species-level connectivity. The standard IFM connectivity measure is modified to account for the influence of the surrounding landscape matrix on edge impacts (through a weighted internal edge buffer) and ecological isolation (through an assessment of least-cost distance to account for landscape permeability). It has been recognised that such patch-based connectivity measures can provide misleading results when used to examine change, as they only focus on between patch movements. As a result, a modified hybrid IFM, based on a combination of patch and cell-based approaches, is developed to account for both within (intra) and between (inter) patch connectivity. The resulting probability of functional connectivity (PFC) indicator was evaluated, alongside a patch-based connectivity measure, through the application to four model landscapes based on changes (2 negative and 2 positive) to a control landscape. The four model landscapes illustrate the impact of landscape change on habitat area, edge impacts and matrix permeability. The proposed PFC indicator successfully discriminated between the two negative and the two positive changes to the control landscape, whereas, the patch-based connectivity measure detected change successfully within three of the four landscapes. The PFC indicator predicted a decrease in intra and inter-patch connectivity following habitat loss and fragmentation (negative change 1), whereas patch-based connectivity measures indicate an increase in connectivity between fragmented patches. The proposed PFC indicator offers the opportunity to take the necessary species-based perspective to examine functional connectivity, incorporating habitat preference, dispersal probability, edge impacts and ecological isolation/permeability. The urgency to assess changes in connectivity and support conservation policy means that there is little time to wait for more complete data. We believe the proposed approach provides a robust balance between the data required and the biologically meaningful indicator produced.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edselp&AN=S1470160X09001290&site=eds-live&scope=site&custid=s2775460"
"Effectiveness of existing reserves in the long-term protection of a regionally rare butterfly","Gutierrez, D","CONSERVATION BIOLOGY",="08888892",,="2005","19","5","1586","12","000232137900028","10.1111/j.1523-1739.2005.00210.x","BLACKWELL PUBLISHING",,"Erynnis tages; extinction risk; incidence function model; metapopulation; minimum viable metapopulation size; reserve design",,,"https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edswsc&AN=000232137900028&site=eds-live&scope=site&custid=s2775460"
"Metapopulation theory, its use and misuse","Hanski, L","BASIC AND APPLIED ECOLOGY",="14391791",,="2004","5","3","225","5","000223142100002","10.1016/j.baae.2004.03.002","ELSEVIER GMBH, URBAN & FISCHER VERLAG",,"metapopulation theory; incidence function model; conservation; butterfly metapopulation",,,"https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edswsc&AN=000223142100002&site=eds-live&scope=site&custid=s2775460"
"Improved Bayesian analysis of metapopulation data with an application to a tree frog metapopulation","ter Braak, CJF; Etienne, RS","ECOLOGY",="00129658",,="2003","84","1","231","11","000180792700020",,"ECOLOGICAL SOC AMER",,"Bayesian analysis; colonization; data augmentation; extinction; incidence function model; Markov Chain Monte Carlo; metapopulation; quasi-stationarity; stochastic patch occupancy model (SPOM); tree frog",,,"https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edswsc&AN=000180792700020&site=eds-live&scope=site&custid=s2775460"
"Assessing the roles of patch quality, area, and isolation in predicting metapopulation dynamics","Fleishman, E; Ray, C; Sjogren-Gulve, P; Boggs, CL; Murphy, DD","CONSERVATION BIOLOGY",="08888892",,="2002","16","3","706","11","000175832000019",,"WILEY-BLACKWELL",,,,,"https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edswsc&AN=000175832000019&site=eds-live&scope=site&custid=s2775460"
"Simple connectivity measures in spatial ecology","Moilanen, A; Nieminen, M","ECOLOGY",="00129658",,="2002","83","4","1131","15","000174523800023",,"ECOLOGICAL SOC AMER",,"buffer measure; colonization; connectivity; incidence function model; isolation; Melitaea cinxia; metapopulation model; nearest neighbor; Scolitantides orion",,,"https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edswsc&AN=000174523800023&site=eds-live&scope=site&custid=s2775460"
"Short-term studies underestimate 30-generation changes in a butterfly metapopulation","Thomas, CD; Wilson, RJ; Lewis, OT","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",="09628452",,="2002","269","1491","563","7","000174837200003","10.1098/rspb.2001.1939","ROYAL SOC",,"colonization; conservation biology; extinction; incidence function model; population dynamics; population viability analysis",,,"https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edswsc&AN=000174837200003&site=eds-live&scope=site&custid=s2775460"
"Non-random dispersal in the butterfly Maniola jurtina: implications for metapopulation models","Conradt, L; Bodsworth, EJ; Roper, TJ; Thomas, CD","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",="09628452",,="2000","267","1452","1505","6","000088765700003",,"ROYAL SOC",,"correlated random walk; incidence function model; metapopulation viability; non-random dispersal; systematic search",,,"https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edswsc&AN=000088765700003&site=eds-live&scope=site&custid=s2775460"
"The equilibrium assumption in estimating the parameters of metapopulation models","Moilanen, A","JOURNAL OF ANIMAL ECOLOGY",="00218790",,="2000","69","1","143","11","000084678500012",,"WILEY-BLACKWELL",,"habitat loss; incidence function model; logistic regression; trend estimation",,,"https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edswsc&AN=000084678500012&site=eds-live&scope=site&custid=s2775460"
"Fluctuation-enhanced stability of a metapopulation","Nie, Lin-Ru; Mei, Dong-Cheng","Physics Letters A",="03759601",,="2007","371","1","111","7","S0375960107011863","10.1016/j.physleta.2007.08.013","Elsevier B.V.","sco","Metapopulation; Noise intensity; Correlated strength; Stability",,"The simplified incidence function model with cross-correlated noises was employed to study the stability of a metapopulation perturbed by environments. Through numerically computing the stationary probability distribution function (PDF) and stochastically simulating the extinction time of a metapopulation, we found that: (i) The multiplicative noise intensity D inhibits the fluctuation of dynamic variable while the additive noise intensity α intensifies it, whether there is a correlation between the multiplicative noise and the additive noise; (ii) As the correlation strength ( λ) between them is greater than zero, there is an optimal D in which the PDF curve deviates furthest from the extinction position, and another optimal D which maximally delays the extinction time of a metapopulation; (iii) For the constant D and α, the increment of λ not only upgrades the probability that patches are occupied by a metapopulation, but also delays the time that a metapopulation goes to extinction.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edselp&AN=S0375960107011863&site=eds-live&scope=site&custid=s2775460"
"THE LIMITING BEHAVIOUR OF HANSKI'S INCIDENCE FUNCTION METAPOPULATION MODEL.","MCVINISH, R.; POLLETT, P. K.","Journal of Applied Probability",="00219002",,="Jun2014","51","2","297","20","97001958","10.1239/jap/1402578626","Cambridge University Press","Article","INCIDENCE functions; MATHEMATICAL models; DISCRETE-time systems; MARKOV processes; POINT processes; STOCHASTIC convergence",,"Hanski's incidence function model is one of the most widely used metapopulation models in ecology. It models the presence/absence of a species at spatially distinct habitat patches as a discrete-time Markov chain whose transition probabilities are determined by the physical landscape. In this analysis, the limiting behaviour of the model is studied as the number of patches increases and the size of the patches decreases. Two different limiting cases are identified depending on whether or not the metapopulation is initially near extinction. Basic properties of the limiting models are derived. [ABSTRACT FROM AUTHOR] Copyright of Journal of Applied Probability is the property of Cambridge University Press and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edb&AN=97001958&site=eds-live&scope=site&custid=s2775460"
"Metacommunity, mainland-island system or island communities? Assessing the regional dynamics of plant communities in a fragmented landscape.","May, Felix; Giladi, Itamar; Ristow, Michael; Ziv, Yaron; Jeltsch, Florian","Ecography",="09067590",,="Jul2013","36","7","842","12","88236149","10.1111/j.1600-0587.2012.07793.x","Wiley-Blackwell","Article","ISLANDS; PLANT communities; DYNAMICS; HABITATS; FRAGMENTED landscapes; COLONIZATION",,"Understanding the regional dynamics of plant communities is crucial for predicting the response of plant diversity to habitat fragmentation. However, for fragmented landscapes the importance of regional processes, such as seed dispersal among isolated habitat patches, has been controversially debated. Due to the stochasticity and rarity of among-patch dispersal and colonization events, we still lack a quantitative understanding of the consequences of these processes at the landscape-scale. In this study, we used extensive field data from a fragmented, semi-arid landscape in Israel to parameterize a multi-species incidence-function model. This model simulates species occupancy pattern based on patch areas and habitat configuration and explicitly considers the locations and the shapes of habitat patches for the derivation of patch connectivity. We implemented an approximate Bayesian computation approach for parameter inference and uncertainty assessment. We tested which of the three types of regional dynamics - the metacommunity, the mainland-island, or the island communities type - best represents the community dynamics in the study area and applied the simulation model to estimate the extinction debt in the investigated landscape. We found that the regional dynamics in the patch-matrix study landscape is best represented as a system of highly isolated 'island' communities with low rates of propagule exchange among habitat patches and consequently low colonization rates in local communities. Accordingly, the extinction rates in the local communities are the main drivers of community dynamics. Our findings indicate that the landscape carries a significant extinction debt and in model projections 33-60% of all species went extinct within 1000 yr. Our study demonstrates that the combination of dynamic simulation models with field data provides a promising approach for understanding regional community dynamics and for projecting community responses to habitat fragmentation. The approach bears the potential for efficient tests of conservation activities aimed at mitigating future losses of biodiversity. [ABSTRACT FROM AUTHOR] Copyright of Ecography is the property of Wiley-Blackwell and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edb&AN=88236149&site=eds-live&scope=site&custid=s2775460"
"Species traits, patch turnover and successional dynamics: when does intermediate disturbance favour metapopulation occupancy?","Mestre, Frederico; Pita, Ricardo; Mira, António; Beja, Pedro; Smith, Dylan",,="edsrca",,="2020",,,,,"rcaap.10174.28199","10.1186/s12898-019-0273-5",,"Journal Article","Intermediate disturbance hypothesis; Incidence Function Model; Ecological simulation; Landscape fragmentation; Metapopulation occupancy; Virtual species",,"Background:In fragmented landscapes, natural and anthropogenic disturbances coupled with successional pro-cesses result in the destruction and creation of habitat patches. Disturbances are expected to reduce metapopulation occupancy for species associated with stable habitats, but they may benefit species adapted to transitory habitats by maintaining a dynamic mosaic of successional stages. However, while early-successional species may be favoured by very frequent disturbances resetting successional dynamics, metapopulation occupancy may be highest at interme-diate disturbance levels for species with mid-successional habitat preferences, though this may be conditional on species traits and patch network characteristics. Here we test this ‘intermediate disturbance hypothesis’ applied to metapopulations (MIDH), using stochastic patch occupancy simulation modelling to assess when does intermediate disturbance favour metapopulation occupancy. We focused on 54 virtual species varying in their habitat preferences, dispersal abilities and local extinction and colonization rates. Long-term metapopulation dynamics was estimated in landscapes with different habitat amounts and patch turnover rates (i.e. disturbance frequency).Results:Equilibrium metapopulation occupancy by late-successional species strongly declined with increasing disturbance frequency, while occupancy by early-successional species increased with disturbance frequency at low disturbance levels and tended to level-off thereafter. Occupancy by mid-successional species tended to increase along with disturbance frequency at low disturbance levels and declining thereafter. Irrespective of habitat prefer-ences, occupancy increased with the amount of habitat, and with species dispersal ability and colonisation efficiency.Conclusions:Our study suggests that MIDH is verified only for species associated with mid-successional habitats. These species may be particularly sensitive to land use changes causing either increases or decreases in disturbance frequency. This may be the case, for instance, of species associated with traditional agricultural and pastoral mosaic landscapes, where many species disappear either through intensification or abandonment processes that change disturbance frequency.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edsrca&AN=rcaap.10174.28199&site=eds-live&scope=site&custid=s2775460"
"Species traits, patch turnover and successional dynamics: when does intermediate disturbance favour metapopulation occupancy?","Mestre, Frederico; Pita, Ricardo; Mira, António; Beja, Pedro",,="edsrca",,="2020",,,,,"rcaap.10400.5.19342","10.1186/s12898-019-0273-5",,"Journal Article","intermediate disturbance hypothesis; incidence function model; ecological simulation; landscape fragmentation; metapopulation occupancy; virtual species",,"Research article","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edsrca&AN=rcaap.10400.5.19342&site=eds-live&scope=site&custid=s2775460"
"A metapopulation model with Markovian landscape dynamics","McVinish, R.; Pollett, P. K.; Chan, Y. S.",,,,="2014",,,,,"edsarx.1412.0719","10.1016/j.tpb.2016.08.005",,"Working Paper","Mathematics - Probability; Quantitative Biology - Populations and Evolution; 92D40",,"We study a variant of Hanski's incidence function model that allows habitat patch characteristics to vary over time following a Markov process. The widely studied case where patches are classified as either suitable or unsuitable is included as a special case. For large metapopulations, we determine a recursion for the probability that a given habitat patch is occupied. This recursion enables us to clarify the role of landscape dynamics in the survival of a metapopulation. In particular, we show that landscape dynamics affects the persistence and equilibrium level of the metapopulation primarily through its effect on the distribution of a local population's life span.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edsarx&AN=edsarx.1412.0719&site=eds-live&scope=site&custid=s2775460"
"Connecting deterministic and stochastic metapopulation models","Barbour, A. D.; McVinish, R.; Pollett, P. K.",,,,="2014",,,,,"edsarx.1401.7064","10.1007/s00285-015-0865-4",,"Working Paper","Mathematics - Probability; 92D40 (Primary), 60J10, 60J27 (Secondary)",,"In this paper, we study the relationship between certain stochastic and deterministic versions of Hanski's incidence function model and the spatially realistic Levins model. We show that the stochastic version can be well approximated in a certain sense by the deterministic version when the number of habitat patches is large, provided that the presence or absence of individuals in a given patch is influenced by a large number of other patches. Explicit bounds on the deviation between the stochastic and deterministic models are given.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edsarx&AN=edsarx.1401.7064&site=eds-live&scope=site&custid=s2775460"
"Linking habitat use to range expansion rates in fragmented landscapes: a metapopulation approach.","Wilson, Robert J.; Davies, Zoe G.; Thomas, Chris D.","Ecography",="09067590",,="Feb2010","33","1","73","10","48392565","10.1111/j.1600-0587.2009.06038.x","Wiley-Blackwell","Article","Habitats; Climate change; Fragmented landscapes; Colonization (Ecology); Metapopulation (Ecology)",,"Temperature increases because of climate change are expected to cause expansions at the high latitude margins of species distributions, but, in practice, fragmented landscapes act as barriers to colonization for most species. Understanding how species distributions will shift in response to climate change therefore requires techniques that incorporate the combined effects of climate and landscape-scale habitat availability on colonization rates. We use a metapopulation model (Incidence Function Model, IFM) to test effects of fine-scale habitat use on patterns and rates of range expansion by the butterfly Hesperia comma. At its northern range margin in Britain, this species has increased its breadth of microhabitat use because of climate warming, leading to increased colonization rates. We validated the IFM by reconstructing expansions in five habitat networks between 1982 and 2000, before using it to predict metapopulation dynamics over 100 yr, for three scenarios based on observed changes to habitat use. We define the scenarios as “cold-world” (only hot, south-facing 150–250° hillsides are deemed warm enough), “warm-world” in which 100–300° hillsides can be populated, and “hot-world”, where the background climate is warm enough to enable use of all aspects (as increasingly observed). In the simulations, increased habitat availability in the hot-world scenario led to faster range expansion rates, and to long-term differences in distribution size and pattern. Thus, fine-scale changes in the distribution of suitable microclimates led to landscape-scale changes in population size and colonization rate, resulting in coarse-scale changes to the species distribution. Despite use of a wider range of habitats associated with climate change, H. comma is still expected to occupy a small fraction of available habitat in 100 yr. The research shows that metapopulation models represent a potential framework to identify barriers to range expansion, and to predict the effects of environmental change or conservation interventions on species distributions and persistence. [ABSTRACT FROM AUTHOR] Copyright of Ecography is the property of Wiley-Blackwell and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=8gh&AN=48392565&site=eds-live&scope=site&custid=s2775460"
"A comparison of metrics predicting landscape connectivity for a highly interactive species along an urban gradient in Colorado, USA.","Magle, Seth B.; Theobald, David M.; Crooks, Kevin R.","Landscape Ecology",="09212973",,="Feb2009","24","2","267","14","36549375",,"Springer Nature","Article","FRAGMENTED landscapes; PRAIRIE dogs; BIOLOGICAL classification; LANDSCAPES; CONSERVATION of natural resources; ECOSYSTEM management; WILDLIFE conservation; ANIMAL welfare; LANDSCAPE ecology; MANAGEMENT","Connectivity; Fragmentation; Habitat; Landscape metrics; Prairie dog; Urban ecology","Many organisms persist in fragmented habitat where movement between patches is essential for long-term demographic and genetic stability. In the absence of direct observation of movement, connectivity or isolation metrics are useful to characterize potential patch-level connectivity. However, multiple metrics exist at varying levels of complexity, and empirical data on species distribution are rarely used to compare performance of metrics. We compared 12 connectivity metrics of varying degrees of complexity to determine which metric best predicts the distribution of prairie dog colonies along an urban gradient of 385 isolated habitat patches in Denver, Colorado, USA. We found that a modified version of the incidence function model including area-weighting of patches and a cost-weighted distance surface best predicted occupancy, where we assumed roads were fairly impermeable to movement, and low-lying drainages provided dispersal corridors. We also found this result to be robust to a range of cost weight parameters. Our results suggest that metrics should incorporate both patch area and the composition of the surrounding matrix. These results provide guidance for improved landscape habitat modeling in fragmented landscapes and can help identify target habitat for conservation and management of prairie dogs in urban systems. [ABSTRACT FROM AUTHOR] Copyright of Landscape Ecology is the property of Springer Nature and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=puh&AN=36549375&site=eds-live&scope=site&custid=s2775460"
"Modelling the effect of habitat fragmentation on range expansion in a butterfly.","Robert J Wilson; Zoe G Davies; Chris D Thomas","Proceedings of the Royal Society B: Biological Sciences",="09628452",,="Apr2009","276","1661","1421","7","55378347","10.1098/rspb.2008.0724","Royal Society","Article","MATHEMATICAL models; HABITATS; BUTTERFLIES; LOGICAL prediction; ANIMAL diversity conservation; SPECIES diversity; CLIMATE change",,"There is an increasing need for conservation programmes to make quantitative predictions of biodiversity responses to changed environments. Such predictions will be particularly important to promote species recovery in fragmented landscapes, and to understand and facilitate distribution responses to climate change. Here, we model expansion rates of a test species (a rare butterfly, Hesperia comma) in five landscapes over 18 years (generations), using a metapopulation model (the incidence function model). Expansion rates increased with the area, quality and proximity of habitat patches available for colonization, with predicted expansion rates closely matching observed rates in test landscapes. Habitat fragmentation constrained expansion, but in a predictable way, suggesting that it will prove feasible both to understand variation in expansion rates and to develop conservation programmes to increase rates of range expansion in such species. [ABSTRACT FROM AUTHOR] Copyright of Proceedings of the Royal Society B: Biological Sciences is the property of Royal Society and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edb&AN=55378347&site=eds-live&scope=site&custid=s2775460"
"Extinction risk of wood-living model species in forest landscapes as related to forest history and conservation strategy.","Ranius, Thomas; Kindvall, Oskar","Landscape Ecology",="09212973",,="Jul2006","21","5","687","12","21824712",,"Springer Nature","Article","NORWAY; FORESTS & forestry; EXTINCTION of plants; FOREST conservation; LANDSCAPES; FOREST management; BIOLOGICAL extinction; PLANT conservation; DEFORESTATION","Coarse woody debris; Extinction debt; Population viability analysis; Restoration; Saproxylic; SLOSS","Dead wood is a critical resource for biodiversity in boreal forests. We analysed the persistence of five model species inhabiting dead wood. By parameterising a metapopulation model (the incidence function model), the model species were all assigned characteristics that makes it likely that they have disappeared from some (20%) forest landscapes with a long history of forest management. In the metapopulation model, a forest stand (5 ha) was regarded as a habitat patch. The amount of habitat in each patch was obtained from models of dead wood dynamics of Norway spruce in central Sweden. Dead wood generated by altered management over the entire landscape was found to be less efficient in reducing extinction risks in comparison to the same amount of dead wood generated by protecting reserves. Because generation of dead wood by altered management is often less expensive than setting aside reserves, it is difficult to determine which conservation measure is most cost-efficient. In a landscape subjected to forestry for the first time, it was better to preserve a few large reserves than many small ones. However, in a managed, highly fragmented forest landscape it was better to set aside many small reserves. The reason for this was that small plots with high habitat quality could be selected, while large reserves originally contained habitats both of high and low quality, and the rate of habitat quality increase was low. A strategy for biodiversity conservation in a managed forest landscape should include information about the history of the landscape, the current amount and spatial distribution of forest habitats, and the potential for rapid restoration of forest habitats, both on managed and unmanaged forest land. [ABSTRACT FROM AUTHOR] Copyright of Landscape Ecology is the property of Springer Nature and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=puh&AN=21824712&site=eds-live&scope=site&custid=s2775460"
"Using pattern-oriented modeling for revealing hidden information: a key for reconciling ecological theory and application.","Wiegand, Thorsten; Jeltsch, Florian; Hanski, Ilkka; Grimm, Volker","Oikos",="00301299",,="Feb2003","100","2","209","14","9614651","10.1034/j.1600-0706.2003.12027.x","Wiley-Blackwell","Article","BIOTIC communities; ECOLOGY; POPULATION biology; NATURE",,"We suggest that the conscious use of information that is “hidden” in distinct structures in nature itself and in data extracted from nature (=pattern) during the process of modeling (=pattern-oriented modeling) can substantially improve models in ecological application and conservation. Observed patterns, such as time-series patterns and spatial patterns of presence/absence in habitat patches, contain a great deal of data on scales, site-history, parameters and processes. Use of these data provides criteria for aggregating the biological information in the model, relates the model explicitly to the relevant scales of the system, facilitates the use of helpful techniques of indirect parameter estimation with independent data, and helps detect underlying ecological processes. Additionally, pattern-oriented models produce comparative predictions that can be tested in the field. We developed a step-by-step protocol for pattern-oriented modeling and illustrate the potential of this protocol by discussing three pattern-oriented population models: (1) a population viability analysis for brown bears (Ursus arctos ) in northern Spain using time-series data on females with cubs of the year to adjust unknown model parameters; (2) a savanna model for detecting underlying ecological processes from spatial patterns of tree distribution; and (3) the incidence function model of metapopulation dynamics as an example of process integration and model generalization. We conclude that using the pattern-oriented approach to its full potential will require a major paradigm shift in the strategies of modeling and data collection, and we argue that more emphasis must be placed on observing and documenting relevant patterns in addition to attempts to obtain direct estimates of model parameters. [ABSTRACT FROM AUTHOR] Copyright of Oikos is the property of Wiley-Blackwell and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edb&AN=9614651&site=eds-live&scope=site&custid=s2775460"
"Dynamic populations in a dynamic landscape: the metapopulation structure of the marsh fritillary butterfly.","Wahlberg, N.; Klemetti, T.; Hanski, I.","Ecography",="09067590",,="Apr2002","25","2","224","9","8743628","10.1034/j.1600-0587.2002.250210.x","Wiley-Blackwell","Article","FINLAND; BUTTERFLIES; INSECT populations; HABITAT selection",,"The marsh fritillary butterfly Euphydryas aurinia is an endangered species in most of northern Europe. We describe the metapopulation structure of E. aurinia in Finland, where the species has declined drastically in the past decades. We found two types of habitat patches suitable for the species: semi-permanent meadows and transient clearcuts in the forest. Patch area was the most significant variable predicting the occurrence of E. aurinia in a habitat patch. The species tended to be found in young rather than old clearcuts, apparently because the vegetation became too high in the latter. We used the incidence function model to simulate the metapopulation dynamics of E. aurinia in its dynamic landscape and discovered that the continued presence of the semi-permanent meadows is essential for the survival of the species in the study area in southeast Finland. [ABSTRACT FROM AUTHOR] Copyright of Ecography is the property of Wiley-Blackwell and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edb&AN=8743628&site=eds-live&scope=site&custid=s2775460"
