Sample,Review_ID,Title,Group,OverallRank,GroupRank,ToRead
Second,464,Spatial Gaussian processes improve multi-species occupancy models when range boundaries are uncertain and nonoverlapping,MacKenzie Cited_2016:2021,826,344,NO
Second,812,Modelling the range expansion of the Tiger mosquito in a Mediterranean Island accounting for imperfect detection,MacKenzie Cited_2016:2021,828,345,NO
Second,736,The greatest hits of all time: the histories of dominant genera in the fossil record,MacKenzie Cited_2016:2021,830,346,NO
Second,444,Habitat suitability models based on opportunistic citizen science data: Evaluating forecasts from alternative methods versus an individual-based model,MacKenzie Cited_2016:2021,831,347,NO
Second,901,Habitat Dynamics of the Virginia Opossum in a Highly Urban Landscape,MacKenzie Cited_2016:2021,832,348,NO
Second,520,"Using occupancy-based camera-trap surveys to assess the Critically Endangered primate Macaca nigra across its range in North Sulawesi, Indonesia",MacKenzie Cited_2016:2021,833,349,NO
Second,678,Detecting small changes in populations at landscape scales: a bioacoustic site-occupancy framework,MacKenzie Cited_2016:2021,834,350,NO
Second,795,Bird Response to Intercropping Switchgrass Within a Loblolly Pine Plantation,MacKenzie Cited_2016:2021,836,351,NO
Second,714,Abundance-based detectability in a spatially-explicit metapopulation: a case study on a vulnerable beetle species in hollow trees,MacKenzie Cited_2016:2021,840,352,NO
Second,851,Amphibians in forest pools: Does habitat clustering affect community diversity and dynamics?,MacKenzie Cited_2016:2021,841,353,NO
Second,863,Life history plasticity does not confer resilience to environmental change in the mole salamander (Ambystoma talpoideum),MacKenzie Cited_2016:2021,844,354,NO
Second,526,Effects of barrier island salt marsh restoration on marsh bird occurrence in the northern Gulf of Mexico,MacKenzie Cited_2016:2021,845,355,NO
Second,931,Standardized Assessment of Biodiversity Trends in Tropical Forest Protected Areas: The End Is Not in Sight,MacKenzie Cited_2016:2021,846,356,NO
Second,779,Frontiers in Metapopulation Biology: The Legacy of Ilkka Hanski,MacKenzie Cited_2016:2021,847,357,NO
Second,631,Correlated-replicate occupancy models for wild turkey gobbling call-count surveys,MacKenzie Cited_2016:2021,849,358,NO
Second,429,"Mammal distribution and trends in the threatened Ebo 'intact forest landscape', Cameroon",MacKenzie Cited_2016:2021,854,359,NO
Second,880,Color perception influences microhabitat selection of refugia and affects monitoring success for a cryptic anuran species,MacKenzie Cited_2016:2021,859,360,NO
Second,718,Geographical variation in the influence of habitat and climate on site occupancy turnover in American pika (Ochotona princeps),MacKenzie Cited_2016:2021,860,361,NO
Second,790,Ruffed grouse population declines after introduction of West Nile virus,MacKenzie Cited_2016:2021,863,362,NO
Second,608,Occupancy Patterns of Breeding American Black Ducks,MacKenzie Cited_2016:2021,864,363,NO
Second,782,Identifying spatially and temporally transferrable surrogate measures of species richness,MacKenzie Cited_2016:2021,866,364,NO
Second,823,Designing better frog call recognition models,MacKenzie Cited_2016:2021,868,365,NO
Second,539,Lions do not change rivers: Complex African savannas preclude top-down forcing by large carnivores,MacKenzie Cited_2016:2021,870,366,NO
Second,717,Phantom species: adjusting estimates of colonization and extinction for pseudo-turnover,MacKenzie Cited_2016:2021,871,367,NO
Second,763,"Abundance, habitat and occupancy of Roosevelt Elk in the Bald Hills of Redwood National Park",MacKenzie Cited_2016:2021,872,368,NO
Second,887,Surviving with a resident despot: do revegetated patches act as refuges from the effects of the noisy miner (Manorina melanocephala) in a highly fragmented landscape?,MacKenzie Cited_2016:2021,873,369,NO
Second,773,Demography and metapopulation dynamics of an urban Cooper's Hawk subpopulation,MacKenzie Cited_2016:2021,874,370,NO
Second,498,"A synthesis of life-history traits, functional traits, and consequences of anthropogenic pressures on Madagascar's threatened carnivorans, EupleridaeMots cles",MacKenzie Cited_2016:2021,876,371,NO
Second,616,Statistical power of dynamic occupancy models to identify temporal change: Informing the North American Bat Monitoring Program,MacKenzie Cited_2016:2021,878,372,NO
Second,669,Grazing and wildfire effects on small mammals inhabiting montane meadows,MacKenzie Cited_2016:2021,879,373,NO
Second,784,Factors influencing ocelot occupancy in Brazilian Atlantic Forest reserves,MacKenzie Cited_2016:2021,882,374,NO
Second,857,Applying dynamic species distribution modelling to lek-mating species,MacKenzie Cited_2016:2021,889,375,NO
Second,648,Local temperature and ecological similarity drive distributional dynamics of tropical mammals worldwide,MacKenzie Cited_2016:2021,890,376,NO
Second,912,Spatio-temporal variation of biotic factors underpins contemporary range dynamics of congeners,MacKenzie Cited_2016:2021,892,377,NO
Second,508,Responses of Polylepis birds to patch and landscape attributes in the High Andes,MacKenzie Cited_2016:2021,894,378,NO
Second,580,How many birds breed in Switzerland? An overview of the methods applied for estimating population sizes,MacKenzie Cited_2016:2021,902,379,NO
Second,637,Species-specific and temporal scale-dependent responses of birds to drought,MacKenzie Cited_2016:2021,903,380,NO
Second,699,Occupancy models for citizen-science data,MacKenzie Cited_2016:2021,909,381,NO
Second,681,Dynamic multi-species occupancy models reveal individualistic habitat preferences in a high-altitude grassland bird community,MacKenzie Cited_2016:2021,910,382,NO
Second,593,Neural hierarchical models of ecological populations,MacKenzie Cited_2016:2021,911,383,NO
Second,578,Species specific effects of prescribed burns on bat occupancy in northwest Arkansas,MacKenzie Cited_2016:2021,913,384,NO
Second,503,"Dynamic mapping of the probability of infestation by urban arbovirus vectors in the municipalities of Rio Grande do Sul state, Brazil, 2016-2017",MacKenzie Cited_2016:2021,914,385,NO
Second,561,"Population status, connectivity, and conservation action for the endangered Baird's tapir",MacKenzie Cited_2016:2021,917,386,NO
Second,722,An assessment of run-of-river hydroelectric dams on mountain stream ecosystems using the American dipper as an avian indicator,MacKenzie Cited_2016:2021,918,387,NO
Second,776,The incidence function model as a tool for landscape-scale ecological impact assessments,MacKenzie Cited_2016:2021,920,388,NO
Second,507,Impacts of a drought and hurricane on tropical bird and frog distributions,MacKenzie Cited_2016:2021,921,389,NO
Second,759,Co-occurrence dynamics of endangered Lower Keys marsh rabbits and free-ranging domestic cats: Prey responses to an exotic predator removal program,MacKenzie Cited_2016:2021,924,390,NO
Second,793,Influence of call broadcast timing within point counts and survey duration on detection probability of marsh breeding birds,MacKenzie Cited_2016:2021,925,391,NO
Second,487,Multi-year nest box occupancy and short-term resilience to wildfire disturbance by barn owls in a vineyard agroecosystem,MacKenzie Cited_2016:2021,926,392,NO
Second,766,Strong but taxon-specific responses of termites and wood-nesting ants to forest regeneration in Borneo,MacKenzie Cited_2016:2021,928,393,NO
Second,483,Estimating the impacts of habitat loss induced by urbanization on bird local extinctions,MacKenzie Cited_2016:2021,929,394,NO
Second,607,Aedes Vector Surveillance in the Southeastern United States Reveals Growing Threat of Aedes japonicus japonicus (Diptera: Culicidae) and Aedes albopictus,MacKenzie Cited_2016:2021,932,395,NO
Second,638,Evaluating the Ecology of Tantilla Relicta in Florida Pine-Wiregrass Sandhills Using Multi-Season Occupancy Models,MacKenzie Cited_2016:2021,936,396,NO
Second,902,Occupancy dynamics in human-modified landscapes in a tropical island: implications for conservation design,MacKenzie Cited_2016:2021,937,397,NO
Second,788,When and where to move: Dynamic occupancy models explain the range dynamics of a food nomadic bird under climate and land cover change,MacKenzie Cited_2016:2021,938,398,NO
Second,463,Can dynamic occupancy models improve predictions of species' range dynamics? A test using Swiss birds,MacKenzie Cited_2016:2021,941,399,NO
Second,673,Changes in Occupancy and Relative Abundance of a Southern Population of Spruce Grouse Based on a 25-year Resurvey,MacKenzie Cited_2016:2021,942,400,NO
Second,585,Imperfect detection alters the outcome of management strategies for protected areas,MacKenzie Cited_2016:2021,944,401,NO
Second,738,Genetic and genomic monitoring with minimally invasive sampling methods,MacKenzie Cited_2016:2021,945,402,NO
Second,822,Niche compression intensifies competition between reintroduced American martens (Martes americana) and fishers (Pekania pennanti),MacKenzie Cited_2016:2021,947,403,NO
Second,798,Relative importance of anthropogenic landscape characteristics for Neotropical frugivores at multiple scales,MacKenzie Cited_2016:2021,950,404,NO
Second,597,Predictors of puma occupancy indicate prey vulnerability is more important than prey availability in a highly fragmented landscape,MacKenzie Cited_2016:2021,957,405,NO
Second,778,Biodiversity,MacKenzie Cited_2016:2021,958,406,NO
Second,900,Multistate Models Reveal Long-Term Trends of Northern Spotted Owls in the Absence of a Novel Competitor,MacKenzie Cited_2016:2021,961,407,NO
Second,509,Abundance of montane salamanders over an elevational gradient,MacKenzie Cited_2016:2021,966,408,NO
Second,737,Using metapopulation models to assess species conservation ecosystem restoration trade-offs,MacKenzie Cited_2016:2021,974,409,NO
Second,438,The effect of device density on encounters by a mobile urban carnivore: Implications for managing peri-urban wild dogs,MacKenzie Cited_2016:2021,978,410,NO
Second,630,Disentangling herbivore impacts in primary succession by refocusing the plant stress and vigor hypotheses on phenology,MacKenzie Cited_2016:2021,980,411,NO
Second,654,Advances in population ecology and species interactions in mammals,MacKenzie Cited_2016:2021,984,412,NO
Second,836,"Occupancy and demographics of red river hog Potamochoerus porcus on Tiwai Island, Sierra Leone",MacKenzie Cited_2016:2021,985,413,NO
Second,903,"Status assessment of the Endangered snow leopard Panthera uncia and other large mammals in the Kyrgyz Alay, using community knowledge corrected for imperfect detection",MacKenzie Cited_2016:2021,986,414,NO
Second,574,'Chancing on a spectacle:' co-occurring animal migrations and interspecific interactions,MacKenzie Cited_2016:2021,987,415,NO
Second,531,"Evaluation of Microhabitat Conditions Used by Noturus stanauli (Pygmy Madtom) in the Clinch River, Tennessee",MacKenzie Cited_2016:2021,988,416,NO
Second,645,"Quantifying data quality in a citizen science monitoring program: False negatives, false positives and occupancy trends",MacKenzie Cited_2016:2021,991,417,NO
Second,875,Using areas of known occupancy to identify sources of variation in detection probability of raptors: taking time lowers replication effort for surveys,MacKenzie Cited_2016:2021,993,418,NO
Second,488,Camera Trapping to Assess Status and Composition of Mammal Communities in a Biodiversity Hotspot in Myanmar,MacKenzie Cited_2016:2021,996,419,NO
Second,752,"Dynamic occupancy modelling reveals a hierarchy of competition among fishers, grey foxes and ringtails",MacKenzie Cited_2016:2021,997,420,NO
Second,698,Response to fragmentation by avian communities is mediated by species traits,MacKenzie Cited_2016:2021,999,421,NO
Second,441,Evidence of absence regression: a binomial N-mixture model for estimating fatalities at wind energy facilities,MacKenzie Cited_2016:2021,1001,422,NO
Second,711,"Comparison of estimators for monitoring long-term population trends in deer mice, Peromyscus maniculaius, on the California Channel Islands",MacKenzie Cited_2016:2021,1002,423,NO
Second,516,"Estimating population status and site occupancy of saltwater crocodiles Crocodylus porosus in the Ayeyarwady delta, Myanmar: Inferences from spatial modeling techniques",MacKenzie Cited_2016:2021,1003,424,NO
Second,862,"Historical knowledge, richness and relative representativeness of the avifauna of the largest native urban rainforest in the world",MacKenzie Cited_2016:2021,1009,425,NO
Second,603,Long-Term Data Suggest Potential Interactions of Introduced Walleye and Smallmouth Bass on Native Sauger in Four Missouri River Impoundments,MacKenzie Cited_2016:2021,1010,426,NO
Second,598,Human presence and human footprint have non-equivalent effects on wildlife spatiotemporal habitat use,MacKenzie Cited_2016:2021,1011,427,NO
Second,428,Individual and synergistic effects of habitat loss and roads on reptile occupancy,MacKenzie Cited_2016:2021,1012,428,NO
Second,629,Perspective: Let's simplify stock assessment by replacing tuning algorithms with statistics,MacKenzie Cited_2016:2021,1014,429,NO
Second,479,Dynamic multistate occupancy modeling to evaluate population dynamics under a scenario of preferential sampling,MacKenzie Cited_2016:2021,1015,430,NO
Second,897,"Patch occupancy of stream fauna across a land cover gradient in the southern Appalachians, USA",MacKenzie Cited_2016:2021,1016,431,NO
Second,610,Megafire effects on spotted owls: elucidation of a growing threat and a response to Hanson et al. (2018),MacKenzie Cited_2016:2021,1019,432,NO
Second,499,Statistical Methods for Analyzing Species-Habitat Associations,MacKenzie Cited_2016:2021,1020,433,NO
Second,731,Cross-scale occupancy dynamics of a postfire specialist in response to variation across a fire regime,MacKenzie Cited_2016:2021,1024,434,NO
Second,883,Using empirical models of species colonization under multiple threatening processes to identify complementary threat-mitigation strategies,MacKenzie Cited_2016:2021,1025,435,NO
Second,599,Integrating multiple data sources and multi-scale land-cover data to model the distribution of a declining amphibian,MacKenzie Cited_2016:2021,1026,436,NO
Second,595,Wildlife occupancy and trail use before and after a park opens to the public,MacKenzie Cited_2016:2021,1027,437,NO
Second,827,Unravelling the drastic range retraction of an emblematic songbird of North Africa: potential threats to Afro-Palearctic migratory birds,MacKenzie Cited_2016:2021,1028,438,NO
Second,813,Occupancy dynamics of the Wood Warbler Phylloscopus sibilatrix assessed with habitat and remote sensing data,MacKenzie Cited_2016:2021,1029,439,NO
Second,855,Conserving reptiles within a multiple-use landscape: determining habitat affiliations of reptile communities in the northern jarrah forest of south-western Australia,MacKenzie Cited_2016:2021,1030,440,NO
Second,611,Landscape and management factors influence the occupancy dynamics of sympatric salamanders in an urban preserve system,MacKenzie Cited_2016:2021,1032,441,NO
Second,523,"Occupancy and status of the strawberry darter in the Strawberry River drainage of Arkansas, USA",MacKenzie Cited_2016:2021,1033,442,NO
Second,896,Distribution of a climate-sensitive species at an interior range margin,MacKenzie Cited_2016:2021,1037,443,NO
Second,842,Top-down control of species distributions: feral cats driving the regional extinction of a threatened rodent in northern Australia,MacKenzie Cited_2016:2021,1041,444,NO
Second,780,Using interviews and biological sign surveys to infer seasonal use of forested and agricultural portions of a human-dominated landscape by Asian elephants in Nepal,MacKenzie Cited_2016:2021,1043,445,NO
Second,586,Habitat selection of an old-growth forest specialist in managed forests,MacKenzie Cited_2016:2021,1045,446,NO
Second,570,Great Lakes coastal wetlands as suitable habitat for invasive mute swans in Michigan,MacKenzie Cited_2016:2021,1047,447,NO
Second,549,Anthropogenic factors influence the occupancy of an invasive carnivore in a suburban preserve system,MacKenzie Cited_2016:2021,1048,448,NO
Second,557,Estimation of metademographic rates and landscape connectivity for a conservation-reliant anuran,MacKenzie Cited_2016:2021,1052,449,NO
Second,876,Comparing estimates of population change from occupancy and mark-recapture models for a territorial species,MacKenzie Cited_2016:2021,1054,450,NO
Second,878,Quantifying population declines based on presence-only records for red-list assessments,MacKenzie Cited_2016:2021,1055,451,NO
Second,824,Rock crevice morphology and forest contexts drive microhabitat preferences in the Green Salamander (Aneides aeneus),MacKenzie Cited_2016:2021,1058,452,NO
Second,609,From the ground up: microhabitat use within a landscape context frames the spatiotemporal scale of settlement and vacancy dynamics in an endemic habitat specialist,MacKenzie Cited_2016:2021,1060,453,NO
Second,741,"Habitat occupancy by Artibeus planirostris bats in the Pantanal wetland, Brazil",MacKenzie Cited_2016:2021,1061,454,NO
Second,458,Predictability of invasive Argentine ant distribution across Mediterranean ecoregions of southern California,MacKenzie Cited_2016:2021,1065,455,NO
Second,886,Avian occupancy response to oak woodland and savanna restoration,MacKenzie Cited_2016:2021,1066,456,NO
Second,625,"Interactions among body size, trophic level, and dispersal traits predict beetle detectability and occurrence responses to fire",MacKenzie Cited_2016:2021,1071,457,NO
Second,743,Effects of urbanization and habitat composition on site occupancy of two snake species using regional monitoring data from southern California,MacKenzie Cited_2016:2021,1075,458,NO
Second,914,"Marsh bird occupancy dynamics, trends, and conservation in the southern Great Lakes basin: 1996 to 2013",MacKenzie Cited_2016:2021,1081,459,NO
Second,534,Long-term use of non-invasive sampling methods: does successful sampling of brown bears by hair snares and camera traps change over time?,MacKenzie Cited_2016:2021,1084,460,NO
Second,490,Evaluating a herpetofaunal monitoring program in the Rolling Plains of Texas,MacKenzie Cited_2016:2021,1087,461,NO
Second,831,Estimating Occupancy Probability of Moose Using Hunter Survey Data,MacKenzie Cited_2016:2021,1089,462,NO
Second,639,Disturbance has benefits as well as costs for fragmented populations of a cryptic grassland reptile,MacKenzie Cited_2016:2021,1093,463,NO
Second,683,"Short-term resilience of Great Gray Owls to a megafire in California, USA",MacKenzie Cited_2016:2021,1099,464,NO
Second,536,"Dynamic in Species Estimates of Carnivores (Leopard Cat, Red Fox, and North Chinese Leopard): A Multi-Year Assessment of Occupancy and Coexistence in the Tieqiaoshan Nature Reserve, Shanxi Province, China",MacKenzie Cited_2016:2021,1100,465,NO
Second,764,Habitat preferences of Caucasian rock agama Paralaudakia caucasia (Sauria: Agamidae) in urban and natural habitats in northeastern Iran,MacKenzie Cited_2016:2021,1101,466,NO
Second,468,"Coffee plantations, hurricanes and avian resiliency: insights from occupancy, and local colonization and extinction rates in Puerto Rico",MacKenzie Cited_2016:2021,1103,467,NO
Second,617,"Habitat amount, quality, and fragmentation associated with prevalence of the tick-borne pathogen Ehrlichia chaffeensis and occupancy dynamics of its vector, Amblyomma americanum",MacKenzie Cited_2016:2021,1105,468,NO
Second,600,Reserve Network Design for Prairie-Dependent Taxa in South Puget Sound,MacKenzie Cited_2016:2021,1106,469,NO
Second,796,Long-Term Monitoring Data Provide Evidence of Declining Species Richness in a River Valued for Biodiversity Conservation,MacKenzie Cited_2016:2021,1107,470,NO
Second,477,Accommodating the role of site memory in dynamic species distribution models,MacKenzie Cited_2016:2021,1110,471,NO
Second,825,"Land cover dynamics influence distribution of breeding birds in the Great Plains, USA",MacKenzie Cited_2016:2021,1111,472,NO
Second,923,Environmental Drivers of Occupancy and Detection of Olympic Mudminnow,MacKenzie Cited_2016:2021,1113,473,NO
Second,688,Population estimate and management options for introduced rhesus macaques,MacKenzie Cited_2016:2021,1114,474,NO
Second,783,Activity and resource selection of a threatened carnivore: the case of black bears in northwestern Mexico,MacKenzie Cited_2016:2021,1116,475,NO
Second,749,Two-species occupancy modelling accounting for species misidentification and non-detection,MacKenzie Cited_2016:2021,1117,476,NO
Second,469,Using temporal occupancy to predict avian species distributions,MacKenzie Cited_2016:2021,1126,477,NO
Second,424,"Sex-Specific Habitat Suitability Modeling for Panthera tigris in Chitwan National Park, Nepal: Broader Conservation Implications",MacKenzie Cited_2016:2021,1130,478,NO
Second,544,"Distribution and population structure of Ambystoma altamirani from the Llano de Lobos, state of Mexico, Mexico",MacKenzie Cited_2016:2021,1131,479,NO
Second,846,The times they are a changin': Multi-year surveys reveal exotics replace native carnivores at a Madagascar rainforest site,MacKenzie Cited_2016:2021,1132,480,NO
Second,874,Pyrodiversity promotes avian diversity over the decade following forest fire,MacKenzie Cited_2016:2021,1136,481,NO
Second,745,Stream fish colonization but not persistence varies regionally across a large North American river basin,MacKenzie Cited_2016:2021,1138,482,NO
Second,434,Detectability and impact of repetitive surveys on threatened West African crocodylians,MacKenzie Cited_2016:2021,1139,483,NO
Second,801,"Biogeographical factors affecting the distribution of stream salamanders on the Cumberland Plateau, USA",MacKenzie Cited_2016:2021,1140,484,NO
Second,816,Integrating count and detection-nondetection data to model population dynamics,MacKenzie Cited_2016:2021,1142,485,NO
Second,792,Managing urban and rural rights-of-way as potential habitats for grassland birds,MacKenzie Cited_2016:2021,1143,486,NO
Second,431,"Reversing a downward trend in threatened peripheral amphibian (Triturus cristatus) populations through interventions combining species, habitat and genetic information",MacKenzie Cited_2016:2021,1145,487,NO
Second,843,Integrating multiple data sources in species distribution modeling: a framework for data fusion,MacKenzie Cited_2016:2021,1146,488,NO
Second,739,Wildlife winners and losers in an oil sands landscape,MacKenzie Cited_2016:2021,1149,489,NO
Second,559,Idea Paper: Tracking the distribution of accretive reef communities across the Kuroshio region,MacKenzie Cited_2016:2021,1151,490,NO
Second,620,Local landscapes and microhabitat characteristics are important determinants of urban-suburban forest bee communities,MacKenzie Cited_2016:2021,1156,491,NO
Second,650,Use of stochastic patch occupancy models in the California red-legged frog for Bayesian inference regarding past events and future persistence,MacKenzie Cited_2016:2021,1158,492,NO
Second,692,"Predator control on farmland for biodiversity conservation: a case study from Hawke's Bay, New Zealand",MacKenzie Cited_2016:2021,1164,493,NO
Second,579,"Assessing multi-scale habitat relationships and responses to forest management for cryptic and uncommon herpetofauna in the Missouri Ozarks, USA",MacKenzie Cited_2016:2021,1167,494,NO
Second,476,"Sustainable forest management is vital for the persistence of sun bear Helarctos malayanus populations in Sabah, Malaysian Borneo",MacKenzie Cited_2016:2021,1168,495,NO
Second,569,"VARIATION IN SEASONAL DETECTION PROBABILITY AND SITE ABUNDANCE OF POPULATIONS OF ANEIDES AENEUS AND A. CARYAENSIS IN NORTH CAROLINA, USA",MacKenzie Cited_2016:2021,1169,496,NO
Second,679,Variable effects of an invasive species on the reproduction and distribution of native species in pond networks,MacKenzie Cited_2016:2021,1170,497,NO
Second,632,Temporally adaptive acoustic sampling to maximize detection across a suite of focal wildlife species,MacKenzie Cited_2016:2021,1174,498,NO
Second,716,Avian response to shade-layer restoration in coffee plantations in Puerto Rico,MacKenzie Cited_2016:2021,1175,499,NO
Second,858,"Examining the occurrence of mammal species in natural areas within a rapidly urbanizing region of Texas, USA",MacKenzie Cited_2016:2021,1178,500,NO
Second,787,Sampling scales define occupancy and underlying occupancy-abundance relationships in animals,MacKenzie Cited_2016:2021,1180,501,NO
Second,427,Hierarchical models improve the use of alligator abundance as an indicator,MacKenzie Cited_2016:2021,1181,502,NO
Second,771,A Rapid-Assessment Method to Estimate the Distribution of Juvenile Chinook Salmon in Tributary Habitats Using eDNA and Occupancy Estimation,MacKenzie Cited_2016:2021,1183,503,NO
Second,819,Autonomous recording units in avian ecological research: current use and future applications,MacKenzie Cited_2016:2021,1184,504,NO
Second,415,Whitebait conservation and protected areas at non-tidal rivermouths: integrating biogeography and environmental controls on inanga (Galaxias maculatus) spawning grounds,MacKenzie Cited_2022:2023,16,1,YES
Second,310,Colonization-persistence trade-offs in natural bacterial communities,MacKenzie Cited_2022:2023,20,2,YES
Second,430,"Occupancy and detection of agricultural threats: The case of Philaenus spumarius, European vector of Xylella fastidiosa",MacKenzie Cited_2022:2023,54,3,YES
Second,348,Extensive range contraction predicted under climate warming for two endangered mountaintop frogs from the rainforests of subtropical Australia,MacKenzie Cited_2022:2023,66,4,YES
Second,410,Population decline in California spotted owls near their southern range boundary,MacKenzie Cited_2022:2023,68,5,YES
Second,305,"Passive acoustic monitoring using smartphones reveals an alarming gibbon decline in a protected area in the central Annamite Mountains, Vietnam",MacKenzie Cited_2022:2023,74,6,YES
Second,408,Sequential use of niche and occupancy models identifies conservation and research priority areas for two data-poor endemic birds from the Colombian Andes,MacKenzie Cited_2022:2023,101,7,YES
Second,322,Designing a Long-term Occupancy Monitoring Plan for a Cryptic Reptile,MacKenzie Cited_2022:2023,103,8,YES
Second,383,Flight characteristics forecast entry by eagles into rotor-swept zones of wind turbines,MacKenzie Cited_2022:2023,129,9,YES
Second,388,Ignoring species availability biases occupancy estimates in single-scale occupancy models,MacKenzie Cited_2022:2023,132,10,YES
Second,378,Scale-specific landscape effects impose range-limiting constraints on the distribution of a prairie-obligate carnivore,MacKenzie Cited_2022:2023,161,11,YES
Second,418,Long-term occupancy dynamics of the threatened Cheat Mountain salamander and its competitors in relation to linear habitat fragmentation,MacKenzie Cited_2022:2023,184,12,YES
Second,350,Developing cost-effective monitoring protocols for track-surveys: An empirical assessment using a Canada lynx Lynx canadensis dataset spanning 16 years,MacKenzie Cited_2022:2023,190,13,YES
Second,390,Multiyear monitoring of threatened iconic arboreal mammals in a mid-elevation conservation reserve in eastern Australia,MacKenzie Cited_2022:2023,192,14,YES
Second,371,Climate matching and anthropogenic factors contribute to the colonization and extinction of local populations during avian invasions,MacKenzie Cited_2022:2023,194,15,YES
Second,362,"Identifying, reducing, and communicating uncertainty in community science: a focus on alien species",MacKenzie Cited_2022:2023,195,16,NO
Second,374,Current status of the Critically Endangered Black-winged Trumpeter Psophia obscura in one of its last strongholds,MacKenzie Cited_2022:2023,220,17,NO
Second,401,Using subnivean camera traps to study Arctic small mammal community dynamics during winter,MacKenzie Cited_2022:2023,226,18,NO
Second,377,Human presence drives bobcat interactions among the US carnivore guild,MacKenzie Cited_2022:2023,231,19,NO
Second,327,Assessing bird habitat occupancy from gradient-based landscape metrics and principal polar spectral indices in the colombian andean region,MacKenzie Cited_2022:2023,239,20,NO
Second,309,The relative role of local temperature in the winter occurrence of woodcock Scolopax rusticola in the northern Iberian Peninsula,MacKenzie Cited_2022:2023,253,21,NO
Second,336,Black bear density and habitat use variation at the Sierra Nevada-Great Basin Desert transition,MacKenzie Cited_2022:2023,259,22,NO
Second,326,?Mixed? occupancy designs: When do additional single-visit data improve the inferences from standard multi-visit models?,MacKenzie Cited_2022:2023,267,23,NO
Second,412,Detecting spider monkeys from the sky using a high-definition RGB camera: a rapid-assessment survey method?,MacKenzie Cited_2022:2023,272,24,NO
Second,414,Assessing small-mammal trapping design using spatially explicit capture recapture (SECR) modeling on long-term monitoring data,MacKenzie Cited_2022:2023,276,25,NO
Second,358,Eight things you should never do in a monitoring program: an Australian perspective,MacKenzie Cited_2022:2023,281,26,NO
Second,341,Divergent effects of lure on multi-species camera-trap detections and quality of photos,MacKenzie Cited_2022:2023,287,27,NO
Second,365,The predictive performance of process-explicit range change models remains largely untested,MacKenzie Cited_2022:2023,290,28,NO
Second,384,Understanding the occupancy patterns of Amazon floodplain birds,MacKenzie Cited_2022:2023,294,29,NO
Second,372,"Density, habitat use and activity patterns of the last giant armadillo population in the Brazilian Atlantic Forest",MacKenzie Cited_2022:2023,307,30,NO
Second,392,Metapopulation dynamics of multiple species in a heterogeneous landscape,MacKenzie Cited_2022:2023,318,31,NO
Second,330,Influence of surrounding land cover on marsh-breeding birds: Implications for wetland restoration and conservation planning,MacKenzie Cited_2022:2023,319,32,NO
Second,368,Dynamic occupancy models reveal Black-billed and Yellow-billed Cuckoos have high rates of turnover during the breeding season,MacKenzie Cited_2022:2023,322,33,NO
Second,363,"Hot, wet and rare: modelling the occupancy dynamics of the narrowly distributed Dixie Valley toad",MacKenzie Cited_2022:2023,324,34,NO
Second,346,Breeding Dynamics of Gopher Frog Metapopulations Over 10 Years,MacKenzie Cited_2022:2023,336,35,NO
Second,349,Addressing Detection Uncertainty in Bombus affinis (Hymenoptera: Apidae) Surveys Can Improve Inferences Made From Monitoring,MacKenzie Cited_2022:2023,350,36,NO
Second,315,Integrating community science and agency-collected monitoring data to expand monitoring capacity at large spatial scales,MacKenzie Cited_2022:2023,358,37,NO
Second,387,Landscape patterns in the occupancy of jaguars (Panthera onca) and their primary prey species in a disturbed region of the Selva Maya in Mexico,MacKenzie Cited_2022:2023,365,38,NO
Second,300,Estimating the effects of land abandonment on mammal communities in the Karoo region of South Africa,MacKenzie Cited_2022:2023,376,39,NO
Second,375,Shrub encroachment threatens persistence of an endemic insular wetland rodent,MacKenzie Cited_2022:2023,388,40,NO
Second,320,Detecting ecological traps in human-altered landscapes: A case study of the thick-billed longspur nesting in croplands,MacKenzie Cited_2022:2023,418,41,NO
Second,403,Is the delineation of range maps useful for monitoring Asian bears?,MacKenzie Cited_2022:2023,420,42,NO
Second,393,"Effects of forest disturbance, snow depth, and intraguild dynamics on American marten and fisher occupancy in Maine, USA",MacKenzie Cited_2022:2023,427,43,NO
Second,397,Secretive marsh bird habitat relationships at mid-continent spring migration stopover sites,MacKenzie Cited_2022:2023,433,44,NO
Second,442,"Composition and structure of vegetation and tide regulate the occurrence of Oryzomys couesi and Hodomys alleni in mangrove forests of Laguna de Cuyutlan, West-Central Mexico",MacKenzie Cited_2022:2023,437,45,NO
Second,417,Density and habitat use of one of the last jaguar populations of the Brazilian Atlantic Forest: Is there still hope?,MacKenzie Cited_2022:2023,454,46,NO
Second,345,"Modeling eighteen years of community science data reveals extensive recolonization of bobcats in Illinois, USA",MacKenzie Cited_2022:2023,472,47,NO
Second,342,"Cryptic declines of small, cold-water specialists highlight potential vulnerabilities of headwater streams as climate refugia",MacKenzie Cited_2022:2023,475,48,NO
Second,382,Repeated burning undermines the value of regenerating cattle pastures for tropical forest birds,MacKenzie Cited_2022:2023,482,49,NO
Second,339,The influence of habitat characteristics on the occupancy and dispersal of two headwater fishes in a dendritic network,MacKenzie Cited_2022:2023,483,50,NO
Second,308,Stepping stones to extirpation: Puma patch occupancy thresholds in an urban-wildland matrix,MacKenzie Cited_2022:2023,487,51,NO
